target,preds
1,0.613277377
0,0.101841637
0,0.790712342
0,0.057339827
0,0.375645571
0,0.064291414
0,0.606715836
0,0.119771472
0,0.030749144
0,0.086526618
1,0.206830132
0,0.196952251
0,0.176633913
0,0.073287805
0,0.05871264
0,0.15577074
0,0.809307007
1,0.558804552
0,0.07014406
1,0.577008728
0,0.152114349
0,0.115333499
0,0.148060916
0,0.146773208
0,0.286375577
0,0.255593818
1,0.10469723
0,0.089439896
0,0.119195773
1,0.281759157
0,0.329313866
1,0.335217054
0,0.225722485
0,0.142344528
0,0.122594735
0,0.111286674
0,0.045091939
1,0.826755511
0,0.238548479
0,0.189589142
0,0.029197573
1,0.895839394
0,0.637258168
1,0.92130977
0,0.115415525
1,0.318147348
1,0.905402233
0,0.060491633
0,0.664772625
1,0.729700478
1,0.168120232
0,0.076721205
0,0.184293142
0,0.276085589
0,0.150941988
0,0.032964083
0,0.084573133
0,0.073214657
0,0.075300249
1,0.941086115
0,0.082938102
0,0.177972548
0,0.280580279
0,0.225616759
0,0.068237717
0,0.053212277
0,0.328284905
1,0.3068466
0,0.097762968
1,0.415232641
1,0.310699404
0,0.071293443
0,0.109745855
0,0.087799993
1,0.508161083
1,0.82542967
1,0.352106941
0,0.942873904
0,0.134026062
1,0.742446366
0,0.089099291
0,0.300399494
0,0.113245654
0,0.096328935
0,0.140895512
0,0.04751782
0,0.0735113
0,0.074549098
0,0.095172073
0,0.288542795
1,0.450440867
1,0.061105011
0,0.046980667
0,0.098745244
0,0.04285905
0,0.227092998
0,0.077765069
1,0.94241676
1,0.506351064
1,0.904416781
0,0.107415075
0,0.131201783
0,0.206437203
0,0.150335567
0,0.136939904
0,0.07315239
0,0.098399552
1,0.177661162
0,0.398066138
0,0.835359748
0,0.028104835
0,0.184910077
1,0.132485761
1,0.225573001
0,0.657920927
1,0.570086331
0,0.100830435
1,0.23902537
1,0.166207301
0,0.183631546
1,0.18997593
1,0.136635203
0,0.07259609
0,0.09314079
0,0.108180231
0,0.0365818
0,0.120993724
0,0.242968405
1,0.307445334
0,0.342356063
0,0.254121797
1,0.14375058
0,0.043459578
0,0.055848336
0,0.452639341
0,0.032457764
0,0.586274228
0,0.073060496
1,0.564790656
0,0.139117487
1,0.296558349
0,0.178368858
0,0.194907654
0,0.027832603
0,0.072205958
0,0.045571568
0,0.116095704
1,0.112090422
1,0.313727601
0,0.043238839
0,0.112164673
1,0.512645284
0,0.060469128
0,0.082910706
0,0.091600665
0,0.183293793
0,0.319860991
0,0.684680147
1,0.938200608
0,0.348187822
0,0.114822577
0,0.231664761
0,0.167807569
0,0.033960048
0,0.080986069
0,0.038540633
0,0.095253563
1,0.407032996
0,0.069109101
0,0.0359015
0,0.10836944
0,0.196951197
0,0.378120325
0,0.013475024
0,0.134572712
0,0.069096985
0,0.282661623
0,0.036747536
0,0.169719491
1,0.390678811
0,0.028545134
0,0.120670829
0,0.121165666
0,0.171955085
0,0.113412377
1,0.620148721
1,0.431515787
0,0.077669424
0,0.084931143
0,0.388034321
0,0.267918911
1,0.902721489
0,0.304002555
0,0.494335781
0,0.274326937
1,0.854810445
0,0.100734222
0,0.339715966
0,0.146928667
1,0.768267794
0,0.098183498
0,0.30039624
0,0.829407362
1,0.344678915
0,0.114866593
1,0.411237085
0,0.094233954
1,0.845283925
0,0.272730936
0,0.870014222
0,0.310462872
0,0.098030332
0,0.059877559
1,0.398598531
1,0.228382632
1,0.992985651
0,0.158042873
1,0.233240078
0,0.092339945
0,0.087360165
0,0.273523145
1,0.751441659
0,0.615213036
1,0.579485766
0,0.06092797
0,0.132702314
0,0.032172322
0,0.17559834
0,0.800154819
0,0.112943952
1,0.574237804
0,0.123763419
0,0.06622683
0,0.118392044
0,0.132513335
1,0.98333703
0,0.112088755
0,0.081237961
0,0.16590602
1,0.719520897
0,0.194429244
1,0.575854497
1,0.09898228
0,0.104844446
0,0.098586445
0,0.830595978
1,0.274599248
0,0.270188907
0,0.076021011
0,0.039073286
0,0.407496239
0,0.189676469
1,0.863797234
1,0.598569348
0,0.05252604
0,0.109799735
0,0.114806447
0,0.053191021
0,0.221718767
0,0.608601203
1,0.653682964
0,0.039783415
0,0.086689137
0,0.114613674
0,0.058283024
0,0.065026712
0,0.064217431
1,0.276128156
0,0.088049444
1,0.238208679
0,0.391742289
0,0.144140718
0,0.114992474
0,0.064426423
0,0.090441971
0,0.199012522
0,0.751868414
0,0.555265169
0,0.090172961
0,0.229731761
0,0.065662236
0,0.086219545
0,0.07393433
1,0.791981097
0,0.242369899
0,0.205030698
0,0.883596472
0,0.097022599
0,0.226050826
0,0.070712021
0,0.064139701
0,0.06229002
0,0.197223873
0,0.523084279
1,0.805121537
0,0.011362774
0,0.072544648
0,0.065955019
0,0.068759515
0,0.0401119
0,0.089590903
0,0.268154911
0,0.052052706
0,0.386983006
1,0.954866998
1,0.143001877
0,0.213720501
0,0.163580994
0,0.162923465
0,0.107679313
0,0.250386838
0,0.635505635
0,0.115239861
0,0.693303225
0,0.189041243
1,0.713399073
0,0.060698642
0,0.560927699
0,0.60763438
1,0.343329194
0,0.318539932
1,0.423360279
0,0.177625339
0,0.764514995
0,0.084455084
1,0.586336048
0,0.179029951
1,0.281563251
0,0.228498475
0,0.095745504
1,0.469186012
0,0.117025289
1,0.285763776
1,0.343334909
1,0.546680707
1,0.943920059
0,0.159034405
0,0.038758347
1,0.511172823
0,0.127981191
0,0.047952989
0,0.909296057
0,0.095835925
0,0.527516764
0,0.066682098
1,0.761903279
0,0.26518073
0,0.263309568
0,0.566636152
0,0.017871653
0,0.041806342
0,0.128462377
0,0.12701008
0,0.15711983
0,0.10790734
0,0.591200212
0,0.2440975
0,0.10580869
0,0.241874119
0,0.058242998
0,0.069986452
0,0.174919623
0,0.12849485
0,0.08081414
1,0.794868264
0,0.211962372
0,0.083651809
0,0.245571777
0,0.069701774
0,0.096294634
1,0.484679023
0,0.154658026
1,0.120924102
1,0.874559821
0,0.080511731
1,0.29696218
1,0.38509586
1,0.435479945
0,0.05638621
1,0.402125193
1,0.673263167
0,0.049492488
0,0.191326332
1,0.171093146
0,0.354961727
0,0.131698412
1,0.166063333
0,0.084569246
0,0.075530751
0,0.043760461
0,0.05039284
0,0.032301833
1,0.523692369
0,0.071474218
0,0.543878624
0,0.808475128
0,0.825046653
0,0.109091089
1,0.408537823
0,0.159615058
1,0.034654637
1,0.709153177
0,0.096858789
0,0.211150562
0,0.079641842
0,0.096078766
0,0.173439575
0,0.318408422
0,0.116095319
0,0.141786434
0,0.028542262
0,0.17329623
0,0.103456503
1,0.115755313
0,0.260755133
0,0.370452627
0,0.221802692
0,0.232740937
1,0.413441961
1,0.917926849
0,0.158454604
1,0.277551366
1,0.723076007
0,0.244658648
0,0.07214988
0,0.045842267
0,0.790588231
1,0.459301857
0,0.063829728
1,0.938823371
0,0.107088952
0,0.604965672
0,0.048813404
0,0.169527416
0,0.124554465
0,0.443375215
0,0.129127592
0,0.105763516
1,0.376071686
0,0.115206695
0,0.359787389
0,0.299279042
0,0.061415763
0,0.786598197
1,0.532463964
0,0.41267872
1,0.287463096
0,0.08861907
0,0.942869783
0,0.341120865
0,0.05432246
0,0.08645095
0,0.152956871
1,0.716488874
0,0.170464743
0,0.136510823
0,0.165485223
0,0.125700235
0,0.55746137
0,0.300497283
0,0.322066282
0,0.131614456
0,0.161069797
0,0.215138145
0,0.223313668
1,0.472822052
1,0.347170816
0,0.020340389
0,0.016635181
0,0.17279231
0,0.096577761
1,0.45434643
0,0.074328381
1,0.682886992
0,0.085508434
0,0.076310211
0,0.358825451
0,0.476617345
1,0.420246651
1,0.644886581
0,0.089627922
0,0.084476387
0,0.118864437
1,0.842787941
0,0.172816581
0,0.331610681
0,0.15833462
0,0.078818423
0,0.103030211
0,0.118119968
1,0.150015029
0,0.124736143
0,0.044266151
0,0.220308372
1,0.414346836
0,0.705599361
0,0.519982667
1,0.332960408
1,0.981462044
0,0.054660987
1,0.540285737
0,0.107468264
1,0.720659253
0,0.48413925
0,0.101083773
0,0.07913442
0,0.389386433
1,0.442948007
0,0.071686132
0,0.079678971
0,0.190775532
0,0.437982096
0,0.817064234
0,0.454525187
0,0.284437675
0,0.884710246
1,0.579839577
0,0.305120547
0,0.036501618
0,0.258531277
1,0.752459596
1,0.400938954
0,0.035972496
0,0.088241895
0,0.235872237
0,0.235313293
0,0.091158603
0,0.03150389
0,0.294484397
0,0.145152566
0,0.912502061
0,0.14245571
1,0.452573294
0,0.128365559
1,0.290890271
0,0.130763008
0,0.009292663
0,0.082395361
0,0.09421304
1,0.661467234
1,0.215211416
0,0.071795699
0,0.372221575
0,0.89612496
0,0.283551048
1,0.762991593
1,0.786027598
0,0.512551943
1,0.781369618
0,0.047899611
0,0.536472483
1,0.46087791
1,0.464066436
1,0.208621593
1,0.264890049
1,0.62228176
0,0.29409201
1,0.271507009
0,0.258476408
0,0.053404913
0,0.165373487
1,0.483151196
1,0.450942876
0,0.149905774
0,0.161622833
0,0.310649011
0,0.155996709
1,0.718806705
0,0.077517841
1,0.541950478
0,0.248604035
0,0.040679743
1,0.371373938
1,0.792420206
0,0.066773317
0,0.012816509
1,0.183388115
0,0.110864333
1,0.311895411
0,0.07590779
0,0.245504936
0,0.064407647
1,0.667922774
0,0.062041456
0,0.146612712
0,0.086067723
0,0.042467632
1,0.073523524
1,0.559280782
1,0.435580386
0,0.087879387
1,0.175776528
1,0.225229183
1,0.748172497
0,0.098559596
0,0.702584474
0,0.081413874
0,0.178191953
1,0.39384455
0,0.207275117
0,0.036071738
0,0.539647767
0,0.088844135
0,0.562914106
0,0.491206638
0,0.199132418
0,0.102198381
0,0.042063441
1,0.755115216
0,0.177214452
0,0.172749989
0,0.688377789
0,0.042504944
1,0.134791864
1,0.103219784
0,0.21221454
1,0.490229956
0,0.288655219
0,0.07858694
1,0.377906829
0,0.05398523
0,0.203256271
0,0.059029573
0,0.11384007
0,0.081289077
1,0.341211932
0,0.064725971
1,0.175237292
1,0.766429396
0,0.008481307
0,0.092905494
1,0.046782177
0,0.081802792
0,0.440701454
1,0.779907052
0,0.045820147
0,0.021881351
1,0.780234933
0,0.062056352
0,0.142339217
0,0.063033406
0,0.170248032
1,0.431656474
0,0.055914632
1,0.848688527
1,0.086993692
0,0.068489214
0,0.089332323
0,0.275095998
0,0.046488701
0,0.143790221
0,0.324878071
1,0.441828843
1,0.745577826
0,0.153751902
0,0.101025191
0,0.460184992
1,0.713968179
0,0.24784786
0,0.054718003
1,0.68567084
0,0.080464667
0,0.135159782
1,0.870764263
0,0.183178836
0,0.159787159
0,0.048105423
0,0.143657394
1,0.341119522
0,0.05940282
0,0.110775101
0,0.090214859
0,0.114690187
0,0.359269182
0,0.331350096
1,0.81775065
0,0.044100791
0,0.298184423
0,0.085854379
0,0.065712831
0,0.241464742
0,0.143101141
0,0.055455285
0,0.185425348
0,0.09258656
1,0.501194846
0,0.043211039
1,0.730765016
1,0.217244466
0,0.070456685
0,0.117215353
0,0.162274668
0,0.088094087
0,0.062187662
0,0.616171249
0,0.127182186
1,0.722576516
0,0.262862103
1,0.61703457
0,0.150983797
1,0.350247888
0,0.079326754
0,0.197656255
1,0.430594498
1,0.467893852
1,0.887963791
0,0.124835427
0,0.102528438
1,0.941649381
1,0.433190239
0,0.12136739
1,0.894709949
0,0.343015258
0,0.072639012
0,0.098677941
0,0.179706211
0,0.155943593
0,0.079504811
0,0.318132891
0,0.823782224
0,0.353416923
0,0.070853093
0,0.426664017
1,0.550165572
1,0.895041426
1,0.658829589
1,0.484974912
0,0.077393965
1,0.101938887
0,0.24698871
0,0.048042514
0,0.033953804
0,0.129270569
0,0.055931289
0,0.096056042
0,0.05727691
1,0.273495426
0,0.175105955
1,0.556624602
0,0.056004168
0,0.095183644
1,0.225518732
0,0.084105806
0,0.460649624
1,0.181354798
1,0.882844843
0,0.181095663
0,0.112759881
0,0.056587471
0,0.010480839
1,0.75375131
0,0.838660847
1,0.272896948
0,0.69548177
0,0.096791661
0,0.165300392
0,0.049245609
0,0.152652786
1,0.268309113
0,0.718955126
1,0.592795361
0,0.234234193
0,0.11529672
1,0.689995444
0,0.056273326
0,0.077145763
0,0.05857513
1,0.297066155
0,0.275747664
0,0.249903937
0,0.063103838
0,0.715084549
0,0.631257779
0,0.085069338
1,0.868047392
0,0.138943353
1,0.361038216
0,0.102467808
1,0.742231549
1,0.823255941
0,0.106596006
0,0.135599822
0,0.058860712
0,0.159891626
0,0.058830505
1,0.511849128
1,0.968496131
1,0.652382967
0,0.20017429
1,0.36050321
0,0.450960413
0,0.650084986
0,0.173880293
1,0.80186177
0,0.904605039
0,0.455661284
0,0.350398687
0,0.186174227
0,0.138259966
0,0.104571115
0,0.563902158
0,0.696581516
0,0.070155438
0,0.184623541
0,0.085892946
1,0.830287149
1,0.863538114
1,0.505851919
1,0.36961359
0,0.104833939
0,0.059843167
0,0.086032763
0,0.14201003
0,0.05524444
1,0.953971919
1,0.431507475
0,0.389804523
0,0.155185985
0,0.066476742
0,0.013507005
1,0.619260421
0,0.336476113
0,0.655959308
1,0.699322885
0,0.14737184
0,0.265898224
0,0.077156964
0,0.052722841
0,0.022974855
0,0.15691156
0,0.086245658
0,0.075750618
0,0.09936839
0,0.185251657
0,0.661092109
0,0.136034033
1,0.941556689
0,0.1992771
0,0.146306107
0,0.055113401
1,0.640326159
0,0.07853112
1,0.287860854
0,0.112041861
0,0.111333799
1,0.817049187
0,0.058907887
0,0.263815494
0,0.378946236
1,0.630043118
0,0.162678936
1,0.055964759
1,0.685266871
0,0.205722405
0,0.356064262
0,0.04424175
0,0.06468252
0,0.270453135
0,0.167429813
0,0.06460131
0,0.113913456
1,0.153134307
0,0.17651057
1,0.577367172
1,0.497110401
1,0.988532581
1,0.345849029
0,0.15321467
0,0.13470609
0,0.078540028
0,0.048236174
1,0.070978694
0,0.146417161
0,0.099682386
0,0.177468588
1,0.887342533
0,0.061864921
0,0.733363936
1,0.363103629
0,0.117757949
0,0.088158076
0,0.026791727
0,0.104016198
0,0.136271659
0,0.088578388
1,0.899062055
0,0.098536673
0,0.123974621
0,0.102481431
0,0.073260985
0,0.052230687
0,0.870475178
0,0.349238588
0,0.379682043
0,0.032262008
0,0.612855118
0,0.091559886
0,0.071884732
0,0.126716402
0,0.087709829
0,0.140589005
0,0.097939218
0,0.115167029
0,0.079133499
0,0.104622291
0,0.284519376
1,0.129868969
1,0.129672131
0,0.095429633
0,0.072165599
0,0.099776137
0,0.359773886
0,0.204232693
1,0.396523804
1,0.602026937
1,0.52823746
0,0.038822179
0,0.073318763
1,0.946186887
1,0.19722712
0,0.073279169
0,0.050603357
1,0.940263717
0,0.057252946
0,0.078375614
0,0.06853536
0,0.046626211
0,0.163977412
0,0.116655985
0,0.076278999
0,0.014110142
0,0.141097368
0,0.296110541
0,0.550469356
0,0.267812025
1,0.532867532
0,0.062115674
0,0.061719145
1,0.129445436
0,0.087237723
0,0.108530055
0,0.181047223
1,0.525433226
0,0.070303245
0,0.054283275
0,0.144549431
0,0.095647366
0,0.452184765
1,0.217954188
0,0.219912384
1,0.103583279
0,0.16267725
1,0.794486123
1,0.685876468
0,0.173139531
0,0.160835228
0,0.068282126
0,0.045773022
0,0.034627216
1,0.203037233
0,0.309926283
0,0.153389886
0,0.316508681
0,0.063887492
1,0.957636548
0,0.09437333
0,0.410919114
0,0.042001665
1,0.892959262
0,0.10537757
1,0.767562697
0,0.093823543
1,0.095280636
0,0.186429525
0,0.099309131
0,0.347500117
0,0.84216925
0,0.072196315
0,0.085971867
1,0.580918897
1,0.524331585
1,0.370064548
0,0.056152869
0,0.061882264
1,0.075434517
0,0.324262649
0,0.172084922
1,0.513138851
0,0.342865378
1,0.586334101
0,0.280326055
1,0.758160518
0,0.105119194
0,0.042256492
1,0.51376098
0,0.185851397
1,0.65260999
0,0.051529234
0,0.43947303
0,0.311159135
1,0.101410145
0,0.290421084
0,0.061321879
0,0.064826031
0,0.109831016
1,0.390267791
0,0.370552867
0,0.244268748
0,0.060933995
0,0.085377767
0,0.086533977
0,0.11918996
0,0.105396375
0,0.19170238
0,0.122398302
0,0.268708823
1,0.976801207
0,0.288592989
0,0.278607304
0,0.017248509
0,0.27708892
0,0.898335676
1,0.839253121
0,0.201004563
0,0.226251115
0,0.433295772
0,0.146547504
0,0.09476065
0,0.077594949
1,0.969470384
0,0.791603277
1,0.737110848
0,0.138713232
0,0.128842565
0,0.629588715
0,0.217267733
0,0.087430649
0,0.107159096
0,0.144325791
0,0.150490535
0,0.581845026
0,0.185652806
0,0.527011136
0,0.079961403
0,0.218603724
0,0.180015369
1,0.083870463
0,0.070340943
0,0.035811537
0,0.159722157
0,0.341476097
1,0.085585472
1,0.093676224
0,0.798974749
0,0.110472528
1,0.936186463
1,0.272821565
0,0.215438412
1,0.848014755
1,0.225212473
0,0.122759909
0,0.134749007
0,0.369187368
1,0.798270738
0,0.051818431
0,0.034971318
0,0.120887237
0,0.185784253
1,0.434619788
0,0.188550956
0,0.04434391
0,0.061617014
0,0.212222185
1,0.500396396
0,0.089588916
0,0.137693428
0,0.092025902
0,0.066336457
0,0.614941403
0,0.104356633
0,0.060390896
0,0.059591772
0,0.061281065
1,0.976060333
1,0.879740737
0,0.552896582
0,0.379578215
0,0.814970556
1,0.549334029
0,0.074055732
0,0.043707604
0,0.436980629
0,0.05786037
0,0.939777041
0,0.39217314
0,0.02563184
0,0.376430363
0,0.07429804
1,0.339048208
0,0.253801514
1,0.594722008
1,0.655786852
1,0.154317597
0,0.054979125
0,0.05212881
0,0.032065864
0,0.302463034
0,0.281972198
1,0.744707245
0,0.110266155
0,0.037186419
0,0.251896606
0,0.745354228
0,0.059127199
0,0.068272342
0,0.062230776
0,0.099287196
1,0.514938215
1,0.406723554
0,0.142519225
0,0.637686007
0,0.067489675
1,0.584414077
0,0.187226865
0,0.131122367
0,0.12260086
1,0.772444153
0,0.093670035
0,0.16587408
0,0.103220353
0,0.129226589
0,0.041516123
1,0.169963286
1,0.364762089
0,0.050794263
0,0.076626173
0,0.32955858
0,0.108047368
1,0.718119093
0,0.789111748
0,0.05857846
0,0.038373539
0,0.036741259
0,0.032221611
1,0.134710156
0,0.052381429
1,0.751406931
1,0.687132391
0,0.260821226
0,0.101556367
0,0.040985196
0,0.106461045
0,0.056389133
0,0.08563758
1,0.206811732
0,0.284680917
0,0.084652355
0,0.094397024
0,0.061709263
0,0.399484917
1,0.794587878
0,0.1830449
0,0.157668391
1,0.909532655
0,0.25756018
1,0.438681347
0,0.072397763
0,0.106558567
0,0.170380891
0,0.087723685
0,0.007748108
1,0.117629945
0,0.128290479
0,0.230008561
0,0.2245177
0,0.063289517
0,0.066462641
0,0.08100074
0,0.225532102
0,0.111458938
0,0.308775373
1,0.338916282
0,0.943999815
0,0.030887434
0,0.238105548
0,0.134145674
0,0.062703241
0,0.066908594
0,0.180500395
0,0.042398013
1,0.149307292
0,0.185418603
0,0.077969409
0,0.463761778
0,0.088010154
0,0.150705
1,0.641539458
1,0.873586747
0,0.092498157
0,0.196189026
1,0.861852905
0,0.446372743
0,0.117906694
0,0.084816763
0,0.121178074
0,0.723567739
0,0.042674947
0,0.027124272
0,0.108377752
0,0.425563501
0,0.235624031
1,0.692916226
1,0.494174034
0,0.560749049
0,0.090815239
0,0.384463284
0,0.056431446
0,0.166779857
0,0.154457094
1,0.860479603
0,0.142997147
0,0.340084741
0,0.073824679
1,0.090225961
0,0.072525513
0,0.622103285
0,0.253158133
0,0.083168053
0,0.044325128
1,0.329411935
0,0.102491786
0,0.065912666
0,0.201760211
0,0.221873262
0,0.049366087
0,0.402840294
1,0.852624356
0,0.338845188
0,0.354905088
0,0.050958047
1,0.485084189
0,0.04661253
1,0.789452438
0,0.615213922
0,0.023970336
0,0.174326419
0,0.068687219
0,0.09034508
1,0.192532797
1,0.395890593
0,0.495345052
0,0.083257446
0,0.220384941
1,0.681778409
0,0.165235482
0,0.612719458
1,0.416081659
1,0.18403505
1,0.72506726
0,0.322412193
0,0.14481468
0,0.071709556
0,0.036859252
0,0.051262224
0,0.155483935
1,0.157475414
0,0.081203172
0,0.156966391
1,0.233448762
1,0.067488883
0,0.134324812
0,0.293828847
1,0.30811659
0,0.08397256
0,0.485982913
0,0.070675794
0,0.251180888
0,0.22618491
0,0.116018728
0,0.186746636
1,0.166265074
0,0.164694523
0,0.091461951
0,0.382309386
0,0.110290648
0,0.120411896
0,0.246704689
0,0.264500685
1,0.274077979
0,0.833870778
0,0.101929778
0,0.064855234
0,0.515266544
1,0.216875339
0,0.048905527
0,0.328544945
1,0.272687406
0,0.093117269
1,0.195200079
0,0.152114999
0,0.053541484
0,0.150938915
1,0.298899222
0,0.557556104
1,0.376362304
0,0.212218689
1,0.223877706
1,0.834976083
0,0.481829486
1,0.801930723
0,0.185458574
0,0.067630909
1,0.08108328
0,0.112183338
0,0.156209876
0,0.060689217
0,0.011841303
0,0.159998077
0,0.398287994
0,0.058644298
0,0.12179636
0,0.106290966
1,0.182385313
0,0.214671689
0,0.363420019
0,0.06663712
0,0.086561306
0,0.034511183
0,0.07684588
0,0.348035031
0,0.107040332
0,0.089122152
0,0.107810453
0,0.129576496
0,0.073426495
0,0.129429411
0,0.129581736
0,0.746322547
0,0.098038369
0,0.112973487
0,0.062243692
0,0.130204931
0,0.269611196
1,0.187520561
1,0.696972329
0,0.113896523
1,0.637508067
0,0.135528243
0,0.116797923
0,0.094483768
1,0.857350848
0,0.66083363
1,0.895771241
0,0.401960962
0,0.331113735
0,0.179424821
1,0.394318923
1,0.570524488
0,0.073522534
1,0.737481499
0,0.048092377
0,0.080653658
0,0.114003827
0,0.073879909
0,0.13213293
0,0.175872599
0,0.391330016
0,0.724854874
0,0.105156332
0,0.288381172
0,0.178946481
0,0.008654643
1,0.378199514
1,0.774556905
0,0.105348711
0,0.078386501
0,0.211875003
0,0.249297965
0,0.275603894
0,0.058071323
0,0.235932866
0,0.149747678
1,0.182623438
1,0.784484298
0,0.080573602
0,0.0514792
0,0.266726969
1,0.154929267
0,0.08902597
0,0.61094942
0,0.112845715
0,0.058564004
1,0.775696542
0,0.180679016
0,0.164362393
0,0.475875514
0,0.24420445
0,0.39303358
0,0.109279509
0,0.233866393
0,0.058893857
0,0.02912886
0,0.31919079
1,0.422415527
0,0.04188784
0,0.462012355
0,0.22484074
0,0.243377854
1,0.567405155
0,0.134622768
1,0.878359295
0,0.229160646
1,0.254138851
0,0.014093204
0,0.04513141
1,0.82277079
0,0.106307185
0,0.279954101
0,0.086424193
0,0.897766019
1,0.07222526
0,0.610920927
1,0.401567854
0,0.806536978
1,0.715612284
1,0.537602047
0,0.160704686
0,0.290405917
0,0.125986036
0,0.064168172
0,0.177427886
0,0.731918825
1,0.603406278
0,0.087361001
0,0.069324646
0,0.119264634
0,0.146045289
0,0.07057519
0,0.098651174
1,0.225639362
1,0.390843032
0,0.009371598
0,0.044814638
0,0.058123192
1,0.159924825
0,0.063948892
1,0.969353933
0,0.098478076
0,0.126804196
1,0.147355664
0,0.094195636
0,0.40065349
0,0.326455086
0,0.066392765
0,0.092604042
0,0.069608244
0,0.177885331
0,0.061860583
0,0.07426555
1,0.658350359
0,0.081647152
1,0.822811527
0,0.122702927
0,0.046588947
0,0.139215513
1,0.791427576
1,0.527203748
0,0.119994194
0,0.310701601
0,0.198763729
0,0.601707836
0,0.16126261
0,0.329549949
0,0.054618329
0,0.372829475
0,0.218023384
0,0.275061515
1,0.566834474
0,0.191823602
0,0.393733649
0,0.150310192
0,0.256983373
